chrom	start	end	GC_percent	N_count	N_percent	genes	genes_per_Mb
CM065584.1	2650000	2700000	53.09	0	0	6	120
CM065584.1	2700000	2750000	51.45	0	0	5	100
CM065584.1	2750000	2800000	53.222	0	0	6	120
CM065584.1	2800000	2850000	50.498	0	0	4	80
CM065584.1	2850000	2900000	51.406	0	0	5	100
CM065584.1	2900000	2950000	52.386	0	0	3	60
CM065584.1	2950000	3000000	54.284	0	0	2	40
CM065584.1	3000000	3050000	49.908	0	0	3	60
CM065584.1	3050000	3100000	52.294	0	0	2	40
CM065584.1	3100000	3150000	51.372	0	0	4	80
CM065584.1	3150000	3200000	51.712	0	0	3	60
CM065584.1	3200000	3250000	52.57	0	0	6	120
CM065584.1	3250000	3300000	51.456	0	0	3	60
CM065584.1	3300000	3350000	52.204	0	0	4	80
CM065584.1	3350000	3400000	50.412	0	0	3	60
CM065584.1	3400000	3450000	51.396	0	0	8	160
CM065584.1	3450000	3500000	51.51	0	0	6	120
CM065584.1	3500000	3550000	52.754	0	0	3	60
CM065584.1	3550000	3600000	50.498	0	0	4	80
CM065584.1	3600000	3650000	51.628	0	0	4	80
CM065584.1	3650000	3700000	52.922	0	0	3	60
CM065584.1	3700000	3750000	51.826	0	0	5	100
CM065584.1	3750000	3800000	46.226	0	0	1	20
CM065584.1	3800000	3850000	52.84	0	0	4	80
CM065584.1	3850000	3900000	54.052	0	0	6	120
CM065584.1	3900000	3950000	51.64	0	0	3	60
CM065584.1	3950000	4000000	54.868	0	0	2	40
CM065584.1	4000000	4050000	53.4	0	0	6	120
CM065584.1	4050000	4100000	54.356	0	0	5	100
CM065584.1	4100000	4150000	52.072	0	0	3	60
CM065584.1	4150000	4200000	51.788	0	0	3	60
CM065584.1	4200000	4250000	50.808	0	0	5	100
CM065584.1	4250000	4300000	52.674	0	0	5	100
CM065584.1	4300000	4350000	51.336	0	0	8	160
CM065584.1	4350000	4400000	54.354	0	0	3	60
CM065584.1	4400000	4450000	52.836	0	0	3	60
CM065584.1	4450000	4500000	53.192	0	0	4	80
CM065584.1	4500000	4550000	53.024	0	0	6	120
CM065584.1	4550000	4600000	49.978	0	0	7	140
CM065584.1	4600000	4650000	50.374	0	0	5	100
CM065584.1	4650000	4700000	50.548	0	0	7	140
CM065584.1	4700000	4750000	52.852	0	0	6	120
CM065584.1	4750000	4800000	52.124	0	0	1	20
CM065584.1	4800000	4850000	52.458	0	0	6	120
CM065584.1	4850000	4900000	52.35	0	0	4	80
CM065584.1	4900000	4950000	52.052	0	0	5	100
CM065584.1	4950000	5000000	52.242	0	0	3	60
CM065584.1	5000000	5050000	52.634	0	0	2	40
CM065584.1	5050000	5100000	52.578	0	0	4	80
CM065584.1	5100000	5150000	54.98	0	0	4	80
CM065584.1	5150000	5200000	51.266	0	0	2	40
CM065584.1	5200000	5250000	54.342	0	0	6	120
CM065584.1	5250000	5300000	53.31	0	0	3	60
CM065584.1	5300000	5350000	51.916	0	0	6	120
CM065584.1	5350000	5400000	49.87	0	0	2	40
CM065584.1	5400000	5450000	55.596	0	0	6	120
CM065584.1	5450000	5500000	51.868	0	0	4	80
CM065584.1	5500000	5550000	55.834	0	0	2	40
CM065584.1	5550000	5600000	52.094	0	0	3	60
CM065584.1	5600000	5650000	56.664	0	0	6	120
CM065584.1	5650000	5700000	52.342	0	0	5	100
CM065584.1	5700000	5750000	51.922	0	0	4	80
CM065584.1	5750000	5800000	52.06	0	0	5	100
CM065584.1	5800000	5850000	51.166	0	0	4	80
CM065584.1	5850000	5900000	50.738	0	0	2	40
CM065584.1	5900000	5950000	50.12	0	0	3	60
CM065584.1	5950000	6000000	50.822	0	0	5	100
CM065584.1	6000000	6050000	51.23	0	0	10	200
CM065584.1	6050000	6100000	52.166	0	0	4	80
CM065584.1	6100000	6150000	50.756	0	0	2	40
CM065584.1	6150000	6200000	54.744	0	0	3	60
CM065584.1	6200000	6250000	51.94	0	0	3	60
CM065584.1	6250000	6300000	52.43	0	0	5	100
CM065584.1	6300000	6350000	52.794	0	0	9	180
CM065584.1	6350000	6400000	50.784	0	0	3	60
CM065584.1	6400000	6450000	53.9	0	0	4	80
CM065584.1	6450000	6500000	53.474	0	0	3	60
CM065584.1	6500000	6550000	51.164	0	0	3	60
CM065584.1	6550000	6600000	52.256	0	0	4	80
CM065584.1	6600000	6650000	50.552	0	0	5	100
CM065584.1	6650000	6700000	54.75	0	0	4	80
CM065584.1	6700000	6750000	49.99	0	0	7	140
CM065584.1	6750000	6800000	50.556	0	0	5	100
CM065584.1	6800000	6850000	51.286	0	0	4	80
CM065584.1	6850000	6900000	53.054	0	0	4	80
CM065584.1	6900000	6950000	56.546	0	0	3	60
CM065584.1	6950000	7000000	52.97	0	0	5	100
CM065584.1	7000000	7050000	54.47	0	0	5	100
CM065584.1	7050000	7100000	53.18	0	0	3	60
CM065584.1	7100000	7150000	53.284	0	0	4	80
CM065584.1	7150000	7200000	53.862	0	0	6	120
CM065584.1	7200000	7250000	51.454	0	0	8	160
CM065584.1	7250000	7300000	45.712	5423	10.846	8	160
CM065584.1	7300000	7350000	37.914	13395	26.79	9	180
CM065584.1	7350000	7400000	51.894	0	0	8	160
CM065584.1	7400000	7450000	53.328	0	0	8	160
CM065584.1	7450000	7500000	50.622	0	0	5	100
CM065584.1	7500000	7550000	51.094	0	0	3	60
CM065584.1	7550000	7600000	56.208	0	0	8	160
CM065584.1	7600000	7650000	51.84	0	0	7	140
CM065584.1	7650000	7700000	52.99	0	0	3	60
CM065584.1	7700000	7750000	50.644	0	0	7	140
CM065584.1	7750000	7800000	53.992	0	0	6	120
CM065584.1	7800000	7850000	52.722	0	0	5	100
CM065584.1	7850000	7900000	52.772	0	0	5	100
CM065584.1	7900000	7950000	50.99	0	0	3	60
CM065584.1	7950000	8000000	52.718	0	0	4	80
CM065584.1	8000000	8050000	51.26	0	0	2	40
CM065584.1	8050000	8100000	52.736	0	0	4	80
CM065584.1	8100000	8150000	50.934	0	0	4	80
CM065584.1	8150000	8200000	51.308	0	0	6	120
CM065584.1	8200000	8250000	55.92	0	0	2	40
CM065584.1	8250000	8300000	54.084	0	0	5	100
CM065584.1	8300000	8350000	51.322	0	0	2	40
CM065584.1	8350000	8400000	53.972	0	0	6	120
CM065584.1	8400000	8450000	51.98	0	0	3	60
CM065584.1	8450000	8500000	53.644	0	0	6	120
CM065584.1	8500000	8550000	50.416	0	0	4	80
CM065584.1	8550000	8600000	49.894	0	0	4	80
CM065584.1	8600000	8650000	51.416	0	0	4	80
CM065584.1	8650000	8700000	53.932	0	0	4	80
CM065584.1	8700000	8750000	52.056	0	0	4	80
CM065584.1	8750000	8800000	51.688	0	0	4	80
CM065584.1	8800000	8850000	50.844	0	0	6	120
CM065584.1	8850000	8900000	50.22	0	0	2	40
CM065584.1	8900000	8950000	54.66	0	0	4	80
CM065584.1	8950000	9000000	50.504	0	0	5	100
CM065584.1	9000000	9050000	50.334	0	0	5	100
CM065584.1	9050000	9100000	52.498	0	0	5	100
CM065584.1	9100000	9150000	52.544	0	0	2	40
CM065584.1	9150000	9200000	50.446	0	0	3	60
CM065584.1	9200000	9250000	51.264	0	0	3	60
CM065584.1	9250000	9300000	49.348	0	0	6	120
CM065584.1	9300000	9350000	55.75	0	0	1	20
CM065584.1	9350000	9400000	53.362	0	0	5	100
CM065584.1	9400000	9450000	51.888	0	0	5	100
CM065584.1	9450000	9500000	51.946	0	0	4	80
CM065584.1	9500000	9550000	50.134	0	0	3	60
CM065584.1	9550000	9600000	53.36	0	0	7	140
CM065584.1	9600000	9650000	53.596	0	0	3	60
CM065584.1	9650000	9700000	54.914	0	0	3	60
CM065584.1	9700000	9750000	49.334	0	0	6	120
CM065584.1	9750000	9800000	51.506	0	0	8	160
CM065584.1	9800000	9850000	55.298	0	0	2	40
CM065584.1	9850000	9900000	50.892	0	0	3	60
CM065584.1	9900000	9950000	53.468	0	0	2	40
CM065584.1	9950000	10000000	52.29	0	0	5	100
CM065584.1	10000000	10050000	53.01	0	0	4	80
CM065584.1	10050000	10100000	52.468	0	0	3	60
CM065584.1	10100000	10150000	50.116	0	0	5	100
CM065584.1	10150000	10200000	55.41	0	0	3	60
CM065584.1	10200000	10250000	52.162	0	0	7	140
CM065584.1	10250000	10300000	52.596	0	0	4	80
CM065584.1	10300000	10350000	54.042	0	0	2	40
CM065584.1	10350000	10400000	52.162	0	0	7	140
CM065584.1	10400000	10450000	50.576	0	0	5	100
CM065584.1	10450000	10500000	52.496	0	0	5	100
CM065584.1	10500000	10550000	52.236	0	0	3	60
CM065584.1	10550000	10600000	52.506	0	0	4	80
CM065584.1	10600000	10650000	52.922	0	0	3	60
CM065584.1	10650000	10700000	51.686	0	0	4	80
CM065584.1	10700000	10750000	51.494	0	0	5	100
CM065584.1	10750000	10800000	54.486	0	0	5	100
CM065584.1	10800000	10850000	54	0	0	6	120
CM065584.1	10850000	10900000	52.528	0	0	4	80
CM065584.1	10900000	10950000	52.532	0	0	6	120
CM065584.1	10950000	11000000	51.03	0	0	6	120
CM065584.1	11000000	11050000	50.68	0	0	6	120
CM065584.1	11050000	11100000	54.17	0	0	5	100
CM065584.1	11100000	11150000	53.432	0	0	6	120
CM065584.1	11150000	11200000	53.258	0	0	6	120
CM065584.1	11200000	11250000	55.718	0	0	5	100
CM065584.1	11250000	11300000	52.134	0	0	4	80
CM065584.1	11300000	11350000	50.994	0	0	6	120
CM065584.1	11350000	11400000	51.112	0	0	5	100
CM065584.1	11400000	11450000	54.172	0	0	6	120
CM065584.1	11450000	11500000	55.524	0	0	2	40
CM065584.1	11500000	11550000	50.612	0	0	7	140
CM065584.1	11550000	11600000	51.458	0	0	3	60
CM065584.1	11600000	11650000	55.99	0	0	2	40
CM065584.1	11650000	11700000	58.72	0	0	3	60
CM065584.1	11700000	11750000	53.298	0	0	1	20
CM065584.1	11750000	11800000	55.892	0	0	3	60
CM065584.1	11800000	11850000	55.234	0	0	3	60
CM065584.1	11850000	11900000	55.492	0	0	4	80
CM065584.1	11900000	11950000	50.978	0	0	8	160
CM065584.1	11950000	12000000	49.946	0	0	5	100
CM065584.1	12000000	12050000	53.504	0	0	1	20
CM065584.1	12050000	12100000	53.344	0	0	6	120
CM065584.1	12100000	12128471	54.8874	0	0	1	20
CM065585.1	0	50000	46.468	5500	11	6	120
CM065585.1	50000	100000	57.574	0	0	6	120
CM065585.1	100000	150000	56.078	0	0	6	120
CM065585.1	150000	200000	52.052	0	0	6	120
CM065585.1	200000	250000	52.704	0	0	4	80
CM065585.1	250000	300000	55.884	0	0	11	220
CM065585.1	300000	350000	50.562	0	0	11	220
CM065585.1	350000	400000	51.328	0	0	2	40
CM065585.1	400000	450000	54.15	0	0	4	80
CM065585.1	450000	500000	49.872	0	0	1	20
CM065585.1	500000	550000	54.49	0	0	5	100
CM065585.1	550000	600000	53.766	0	0	3	60
CM065585.1	600000	650000	52.454	0	0	3	60
CM065585.1	650000	700000	52.86	0	0	4	80
CM065585.1	700000	750000	52.028	0	0	2	40
CM065585.1	750000	800000	50.32	0	0	6	120
CM065585.1	800000	850000	52.374	0	0	5	100
CM065585.1	850000	900000	50.69	0	0	5	100
CM065585.1	900000	950000	52.25	0	0	6	120
CM065585.1	950000	1000000	51.66	0	0	2	40
CM065585.1	1000000	1050000	51.936	0	0	4	80
CM065585.1	1050000	1100000	52.914	0	0	3	60
CM065585.1	1100000	1150000	50.894	0	0	7	140
CM065585.1	1150000	1200000	49.486	0	0	4	80
CM065585.1	1200000	1250000	49.84	0	0	5	100
CM065585.1	1250000	1300000	53.316	0	0	3	60
CM065585.1	1300000	1350000	52.078	0	0	2	40
CM065585.1	1350000	1400000	50.182	0	0	6	120
CM065585.1	1400000	1450000	51.058	0	0	7	140
CM065585.1	1450000	1500000	52.894	0	0	5	100
CM065585.1	1500000	1550000	55.768	0	0	5	100
CM065585.1	1550000	1600000	55.202	0	0	4	80
CM065585.1	1600000	1650000	52.936	0	0	4	80
CM065585.1	1650000	1700000	52.1	0	0	6	120
CM065585.1	1700000	1750000	51.278	0	0	4	80
CM065585.1	1750000	1800000	53.76	0	0	3	60
CM065585.1	1800000	1850000	52.67	0	0	5	100
CM065585.1	1850000	1900000	51.56	0	0	7	140
CM065585.1	1900000	1950000	51.532	0	0	5	100
CM065585.1	1950000	2000000	50.018	0	0	6	120
CM065585.1	2000000	2050000	52.716	0	0	2	40
CM065585.1	2050000	2100000	56.212	0	0	3	60
CM065585.1	2100000	2150000	52.234	0	0	5	100
CM065585.1	2150000	2200000	54.958	0	0	5	100
CM065585.1	2200000	2250000	51.896	0	0	6	120
CM065585.1	2250000	2300000	53.668	0	0	3	60
CM065585.1	2300000	2350000	52.726	0	0	3	60
CM065585.1	2350000	2400000	57.008	0	0	3	60
CM065585.1	2400000	2450000	53.548	0	0	6	120
CM065585.1	2450000	2500000	48.854	0	0	2	40
CM065585.1	2500000	2550000	52.262	0	0	2	40
CM065585.1	2550000	2600000	54.192	0	0	3	60
CM065585.1	2600000	2650000	53	0	0	4	80
CM065585.1	2650000	2700000	53.242	0	0	3	60
CM065585.1	2700000	2750000	51.516	0	0	6	120
CM065585.1	2750000	2800000	50.448	0	0	9	180
CM065585.1	2800000	2850000	52.638	0	0	6	120
CM065585.1	2850000	2900000	52.83	0	0	5	100
CM065585.1	2900000	2950000	53.298	0	0	5	100
CM065585.1	2950000	3000000	55.548	0	0	5	100
CM065585.1	3000000	3050000	50.304	0	0	4	80
CM065585.1	3050000	3100000	50.904	0	0	4	80
CM065585.1	3100000	3150000	52.62	0	0	3	60
CM065585.1	3150000	3200000	52.448	0	0	3	60
CM065585.1	3200000	3250000	52.22	0	0	3	60
CM065585.1	3250000	3300000	48.852	0	0	3	60
CM065585.1	3300000	3350000	52.986	0	0	4	80
CM065585.1	3350000	3400000	52.288	0	0	3	60
CM065585.1	3400000	3450000	55.218	0	0	5	100
CM065585.1	3450000	3500000	51.446	0	0	5	100
CM065585.1	3500000	3550000	52.144	0	0	6	120
CM065585.1	3550000	3600000	50.062	0	0	3	60
CM065585.1	3600000	3650000	51.162	0	0	3	60
CM065585.1	3650000	3700000	50.34	0	0	5	100
CM065585.1	3700000	3750000	51.58	0	0	4	80
CM065585.1	3750000	3800000	51.888	0	0	4	80
CM065585.1	3800000	3850000	51.13	0	0	7	140
CM065585.1	3850000	3900000	50.006	0	0	3	60
CM065585.1	3900000	3950000	54.75	0	0	4	80
CM065585.1	3950000	4000000	54.512	0	0	5	100
CM065585.1	4000000	4050000	51.048	0	0	4	80
CM065585.1	4050000	4100000	51.644	0	0	5	100
CM065585.1	4100000	4150000	50.626	0	0	4	80
CM065585.1	4150000	4200000	49.824	0	0	6	120
CM065585.1	4200000	4250000	51.538	0	0	2	40
CM065585.1	4250000	4300000	52.766	0	0	3	60
CM065585.1	4300000	4350000	51.542	0	0	3	60
CM065585.1	4350000	4400000	53.926	0	0	3	60
CM065585.1	4400000	4450000	52.99	0	0	4	80
CM065585.1	4450000	4500000	51.77	0	0	5	100
CM065585.1	4500000	4550000	50.904	0	0	8	160
CM065585.1	4550000	4600000	52.784	0	0	2	40
CM065585.1	4600000	4650000	53.946	0	0	3	60
CM065585.1	4650000	4700000	53.032	0	0	4	80
CM065585.1	4700000	4750000	53.57	0	0	4	80
CM065585.1	4750000	4800000	53.728	0	0	4	80
CM065585.1	4800000	4850000	54.47	0	0	5	100
CM065585.1	4850000	4900000	55.028	0	0	11	220
CM065585.1	4900000	4950000	53.784	0	0	2	40
CM065585.1	4950000	5000000	52.076	0	0	5	100
CM065585.1	5000000	5050000	55.202	0	0	7	140
CM065585.1	5050000	5100000	50.858	0	0	5	100
CM065585.1	5100000	5150000	48.224	0	0	2	40
CM065585.1	5150000	5200000	46.698	0	0	1	20
CM065585.1	5200000	5250000	49.93	0	0	4	80
CM065585.1	5250000	5300000	50.38	0	0	4	80
CM065585.1	5300000	5350000	52.278	0	0	3	60
CM065585.1	5350000	5400000	53.7	0	0	4	80
CM065585.1	5400000	5450000	51.904	0	0	4	80
CM065585.1	5450000	5500000	50.236	0	0	5	100
CM065585.1	5500000	5550000	51.6	0	0	2	40
CM065585.1	5550000	5600000	51.232	0	0	3	60
CM065585.1	5600000	5650000	53.34	0	0	2	40
CM065585.1	5650000	5700000	53.142	0	0	4	80
CM065585.1	5700000	5750000	52.294	0	0	5	100
CM065585.1	5750000	5800000	52.916	0	0	7	140
CM065585.1	5800000	5850000	52.808	0	0	7	140
CM065585.1	5850000	5900000	51.13	0	0	5	100
CM065585.1	5900000	5950000	51.276	0	0	4	80
CM065585.1	5950000	6000000	59.436	0	0	4	80
CM065585.1	6000000	6050000	50.96	0	0	2	40
CM065585.1	6050000	6100000	52.296	0	0	4	80
CM065585.1	6100000	6150000	50.2	0	0	2	40
CM065585.1	6150000	6200000	54.654	0	0	3	60
CM065585.1	6200000	6250000	49.994	0	0	2	40
CM065585.1	6250000	6300000	52.244	0	0	4	80
CM065585.1	6300000	6350000	52.32	0	0	3	60
CM065585.1	6350000	6400000	53.286	0	0	6	120
CM065585.1	6400000	6450000	51.562	0	0	2	40
CM065585.1	6450000	6500000	55.586	0	0	2	40
CM065585.1	6500000	6550000	53.694	0	0	3	60
CM065585.1	6550000	6600000	54.626	0	0	1	20
CM065585.1	6600000	6601016	57.5787	0	0	0	0
CM065586.1	0	50000	54.378	0	0	3	60
CM065586.1	50000	100000	53.654	0	0	2	40
CM065586.1	100000	150000	54.728	0	0	6	120
CM065586.1	150000	200000	50.902	0	0	5	100
CM065586.1	200000	250000	57.262	0	0	9	180
CM065586.1	250000	300000	52.842	0	0	4	80
CM065586.1	300000	350000	55.52	0	0	4	80
CM065586.1	350000	400000	54.824	0	0	3	60
CM065586.1	400000	450000	52.922	0	0	3	60
CM065586.1	450000	500000	51.638	0	0	5	100
CM065586.1	500000	550000	54.724	0	0	2	40
CM065586.1	550000	600000	51.654	0	0	5	100
CM065586.1	600000	650000	51.246	0	0	3	60
CM065586.1	650000	700000	53.536	0	0	4	80
CM065586.1	700000	750000	54.946	0	0	3	60
CM065586.1	750000	800000	52.852	0	0	2	40
CM065586.1	800000	850000	54.112	0	0	3	60
CM065586.1	850000	900000	55.524	0	0	5	100
CM065586.1	900000	950000	53.466	0	0	3	60
CM065586.1	950000	1000000	53.828	0	0	3	60
CM065586.1	1000000	1050000	53.782	0	0	4	80
CM065586.1	1050000	1100000	50.938	0	0	3	60
CM065586.1	1100000	1150000	52.322	0	0	1	20
CM065586.1	1150000	1200000	52.976	0	0	2	40
CM065586.1	1200000	1250000	51.318	0	0	6	120
CM065586.1	1250000	1300000	50.956	0	0	8	160
CM065586.1	1300000	1350000	51.16	0	0	2	40
CM065586.1	1350000	1400000	54.16	0	0	1	20
CM065586.1	1400000	1450000	52.544	0	0	4	80
CM065586.1	1450000	1500000	56.2	0	0	3	60
CM065586.1	1500000	1550000	54.53	0	0	5	100
CM065586.1	1550000	1600000	53.148	0	0	4	80
CM065586.1	1600000	1650000	55.544	0	0	4	80
CM065586.1	1650000	1700000	49.25	0	0	7	140
CM065586.1	1700000	1750000	50.404	0	0	4	80
CM065586.1	1750000	1800000	53.292	0	0	6	120
CM065586.1	1800000	1850000	52.728	0	0	7	140
CM065586.1	1850000	1900000	51.866	0	0	5	100
CM065586.1	1900000	1950000	50.734	0	0	3	60
CM065586.1	1950000	2000000	49.922	0	0	2	40
CM065586.1	2000000	2050000	53.656	0	0	8	160
CM065586.1	2050000	2100000	53.216	0	0	8	160
CM065586.1	2100000	2150000	53.546	0	0	7	140
CM065586.1	2150000	2200000	51.868	0	0	3	60
CM065586.1	2200000	2250000	54.48	0	0	2	40
CM065586.1	2250000	2300000	50.732	0	0	5	100
CM065586.1	2300000	2350000	50.85	0	0	4	80
CM065586.1	2350000	2400000	51.878	0	0	4	80
CM065586.1	2400000	2450000	50.912	0	0	4	80
CM065586.1	2450000	2500000	51.616	0	0	6	120
CM065586.1	2500000	2550000	53.592	0	0	3	60
CM065586.1	2550000	2600000	50.314	0	0	3	60
CM065586.1	2600000	2650000	54.692	0	0	3	60
CM065586.1	2650000	2700000	52.844	0	0	4	80
CM065586.1	2700000	2750000	51.29	0	0	5	100
CM065586.1	2750000	2800000	54.572	0	0	6	120
CM065586.1	2800000	2850000	52.302	0	0	4	80
CM065586.1	2850000	2900000	54.192	0	0	4	80
CM065586.1	2900000	2950000	53.358	0	0	4	80
CM065586.1	2950000	3000000	50.36	0	0	6	120
CM065586.1	3000000	3050000	52.198	0	0	2	40
CM065586.1	3050000	3100000	52.324	0	0	5	100
CM065586.1	3100000	3150000	55.968	0	0	2	40
CM065586.1	3150000	3200000	52.07	0	0	4	80
CM065586.1	3200000	3250000	53.338	0	0	4	80
CM065586.1	3250000	3300000	54.278	0	0	3	60
CM065586.1	3300000	3350000	56.366	0	0	4	80
CM065586.1	3350000	3400000	53.496	0	0	3	60
CM065586.1	3400000	3450000	52.46	0	0	2	40
CM065586.1	3450000	3500000	53.22	0	0	5	100
CM065586.1	3500000	3550000	52.026	0	0	6	120
CM065586.1	3550000	3600000	53.942	0	0	5	100
CM065586.1	3600000	3650000	50.76	0	0	6	120
CM065586.1	3650000	3700000	52.55	0	0	5	100
CM065586.1	3700000	3750000	51.614	0	0	3	60
CM065586.1	3750000	3800000	53.548	0	0	5	100
CM065586.1	3800000	3850000	52.658	0	0	5	100
CM065586.1	3850000	3900000	53.768	0	0	5	100
CM065586.1	3900000	3950000	51.582	0	0	5	100
CM065586.1	3950000	4000000	54.528	0	0	4	80
CM065586.1	4000000	4050000	53.908	0	0	5	100
CM065586.1	4050000	4100000	49.95	0	0	6	120
CM065586.1	4100000	4150000	50.934	0	0	11	220
CM065586.1	4150000	4200000	52.134	0	0	6	120
CM065586.1	4200000	4250000	52.094	0	0	5	100
CM065586.1	4250000	4300000	50.94	0	0	4	80
CM065586.1	4300000	4350000	52.386	0	0	5	100
CM065586.1	4350000	4400000	54.924	0	0	1	20
CM065586.1	4400000	4450000	53.356	0	0	4	80
CM065586.1	4450000	4500000	52.762	0	0	4	80
CM065586.1	4500000	4550000	52.482	0	0	6	120
CM065586.1	4550000	4600000	51.914	0	0	7	140
CM065586.1	4600000	4650000	51.39	0	0	8	160
CM065586.1	4650000	4700000	54.354	0	0	3	60
CM065586.1	4700000	4750000	55.916	0	0	5	100
CM065586.1	4750000	4800000	52.848	0	0	3	60
CM065586.1	4800000	4850000	50.378	0	0	3	60
CM065586.1	4850000	4900000	50.116	0	0	3	60
CM065586.1	4900000	4950000	50.772	0	0	3	60
CM065586.1	4950000	5000000	50.784	0	0	7	140
CM065586.1	5000000	5050000	54.428	0	0	1	20
CM065586.1	5050000	5100000	51.688	0	0	4	80
CM065586.1	5100000	5150000	49.212	0	0	4	80
CM065586.1	5150000	5200000	52.622	0	0	6	120
CM065586.1	5200000	5250000	50.694	0	0	5	100
CM065586.1	5250000	5300000	50.182	0	0	4	80
CM065586.1	5300000	5350000	49.714	0	0	4	80
CM065586.1	5350000	5400000	50.726	0	0	6	120
CM065586.1	5400000	5450000	51.276	0	0	4	80
CM065586.1	5450000	5500000	51.342	0	0	3	60
CM065586.1	5500000	5550000	51.76	0	0	3	60
CM065586.1	5550000	5600000	53.048	0	0	5	100
CM065586.1	5600000	5650000	52.084	0	0	6	120
CM065586.1	5650000	5700000	53.598	0	0	4	80
CM065586.1	5700000	5750000	53.382	0	0	5	100
CM065586.1	5750000	5800000	54.87	0	0	5	100
CM065586.1	5800000	5850000	50.426	0	0	4	80
CM065586.1	5850000	5900000	53.376	0	0	4	80
CM065586.1	5900000	5950000	51.386	0	0	4	80
CM065586.1	5950000	6000000	53.112	0	0	6	120
CM065586.1	6000000	6050000	56.41	0	0	5	100
CM065586.1	6050000	6100000	52.586	0	0	6	120
CM065586.1	6100000	6150000	53.772	0	0	5	100
CM065586.1	6150000	6200000	51.902	0	0	3	60
CM065586.1	6200000	6250000	55.594	0	0	2	40
CM065586.1	6250000	6300000	51.534	0	0	3	60
CM065586.1	6300000	6350000	53.822	0	0	1	20
CM065586.1	6350000	6400000	51.92	0	0	4	80
CM065586.1	6400000	6450000	51.016	0	0	7	140
CM065586.1	6450000	6500000	52.328	0	0	2	40
CM065586.1	6500000	6550000	51.926	0	0	5	100
CM065586.1	6550000	6600000	53.724	0	0	3	60
CM065586.1	6600000	6650000	54.128	0	0	5	100
CM065586.1	6650000	6700000	51.696	0	0	2	40
CM065586.1	6700000	6750000	54.182	0	0	6	120
CM065586.1	6750000	6800000	54.016	0	0	4	80
CM065586.1	6800000	6850000	56.318	0	0	3	60
CM065586.1	6850000	6900000	53.242	0	0	3	60
CM065586.1	6900000	6950000	53.398	0	0	3	60
CM065586.1	6950000	7000000	52.056	0	0	4	80
CM065586.1	7000000	7050000	51.4	0	0	4	80
CM065586.1	7050000	7100000	50.366	0	0	6	120
CM065586.1	7100000	7150000	50.254	0	0	7	140
CM065586.1	7150000	7200000	52.494	0	0	10	200
CM065586.1	7200000	7250000	55.258	0	0	4	80
CM065586.1	7250000	7300000	52.002	0	0	2	40
CM065586.1	7300000	7350000	50.51	0	0	6	120
CM065586.1	7350000	7400000	49.962	0	0	3	60
CM065586.1	7400000	7450000	55.516	0	0	2	40
CM065586.1	7450000	7500000	52.342	0	0	6	120
CM065586.1	7500000	7550000	50.928	0	0	1	20
CM065586.1	7550000	7600000	53.26	0	0	8	160
CM065586.1	7600000	7650000	53.938	0	0	4	80
CM065586.1	7650000	7700000	50.998	0	0	4	80
CM065586.1	7700000	7750000	53.236	0	0	5	100
CM065586.1	7750000	7754889	57.9669	0	0	2	40
CM065587.1	0	50000	54.288	0	0	10	200
CM065587.1	50000	100000	54.1	0	0	5	100
CM065587.1	100000	150000	53.244	0	0	4	80
CM065587.1	150000	200000	52.198	0	0	4	80
CM065587.1	200000	250000	52.658	0	0	6	120
CM065587.1	250000	300000	54.462	0	0	2	40
CM065587.1	300000	350000	52.798	0	0	3	60
CM065587.1	350000	400000	52.058	0	0	6	120
CM065587.1	400000	450000	53.374	0	0	3	60
CM065587.1	450000	500000	52.778	0	0	7	140
CM065587.1	500000	550000	53.81	0	0	3	60
CM065587.1	550000	600000	51.414	0	0	3	60
CM065587.1	600000	650000	51.574	0	0	5	100
CM065587.1	650000	700000	53.22	0	0	8	160
CM065587.1	700000	750000	51.546	0	0	3	60
CM065587.1	750000	800000	52.616	0	0	7	140
CM065587.1	800000	850000	50.82	0	0	6	120
CM065587.1	850000	900000	48.904	0	0	3	60
CM065587.1	900000	950000	51.416	0	0	4	80
CM065587.1	950000	1000000	50.624	0	0	3	60
CM065587.1	1000000	1050000	51.048	0	0	4	80
CM065587.1	1050000	1100000	50.408	0	0	2	40
CM065587.1	1100000	1150000	53.598	0	0	3	60
CM065587.1	1150000	1200000	53.5	0	0	1	20
CM065587.1	1200000	1250000	51.454	0	0	7	140
CM065587.1	1250000	1300000	55.494	0	0	4	80
CM065587.1	1300000	1350000	53.156	0	0	3	60
CM065587.1	1350000	1400000	50.21	0	0	6	120
CM065587.1	1400000	1450000	53.768	0	0	7	140
CM065587.1	1450000	1500000	53.598	0	0	4	80
CM065587.1	1500000	1550000	53.392	0	0	8	160
CM065587.1	1550000	1600000	54.488	0	0	3	60
CM065587.1	1600000	1650000	50.444	0	0	2	40
CM065587.1	1650000	1700000	52.028	0	0	4	80
CM065587.1	1700000	1750000	52.71	0	0	6	120
CM065587.1	1750000	1800000	53.032	0	0	5	100
CM065587.1	1800000	1850000	49.642	0	0	4	80
CM065587.1	1850000	1900000	49.908	0	0	5	100
CM065587.1	1900000	1950000	49.954	0	0	4	80
CM065587.1	1950000	2000000	50.942	0	0	5	100
CM065587.1	2000000	2050000	50.488	0	0	6	120
CM065587.1	2050000	2100000	52.212	0	0	5	100
